0095529000;20150910;0000551302;HO01;
0095529001;20150910;0000551305;HO01;
0095529002;20150910;0000551301;HO01;N1
0095529003;20150910;0000551302;HO01;
0095529004;20150910;0000551301;HO01;
0095529005;20150910;0000551305;HO01;
0095529006;20150916;0000400076;DC63;SP
0095529007;20150916;0000400076;DC63;SP
0095529008;20150916;0000400076;DC63;SP
0095529009;20150916;0000400076;DC63;SP
0095529010;20150916;0000400076;DC63;SP
0095529011;20150925;0000510663;DC35;SP
0095529012;20150925;0000510663;DC14;SP
0095529013;20150925;0000510663;DC14;SP
0095529014;20150925;0000510663;DC14;SP
0095529015;20150925;0000510663;DC14;SP
0095529016;20150925;0000510663;DC14;SP
0095529017;20150925;0000510663;DC14;SP
0095529018;20150925;0000510663;DC14;SP
0095528024;20150727;;D763;
0095528026;20150727;E888;D763;
0095528028;20150727;D763;D763;
0095528032;20150728;D702;D702;
0095528034;20150730;D702;D702;
0095528035;20150806;SSH9;HO01;N1
0095528036;20150806;SSH9;HO01;
0095528037;20150807;KS01;HO01;N1
0095528038;20150807;SSH9;HO01;N1
0095528039;20150811;0000408420;DC35;SP
0095528040;20150812;0000551305;HO01;N1
0095528041;20150812;0000551305;HO01;
0095528042;20150813;0000408728;DC18;SI
0095528043;20150813;0000551100;DC18;SI
0095528044;20150813;0000551100;DC18;
0095528045;20150813;0000551100;DC18;
0095528046;20150813;0000551303;HO01;N1
0095528047;20150813;0000551100;DC18;
0095528048;20150813;0000408420;DC35;SP
0095528049;20150814;0000551100;DC18;
0095528050;20150814;0000408420;DC35;SP
0095528051;20150814;0000408420;DC35;SP
0095528052;20150818;0000551301;HO01;N1
0095528053;20150818;0000551301;HO01;
0095528054;20150818;0000551302;HO01;
0095528055;20150818;0000551305;HO01;
0095528056;20150819;0000408420;DCSP;SP
0095528064;20150825;0000408420;DCSP;SP
0095528065;20150901;0000450226;DC35;SP
0095528066;20150901;0000450226;DC35;SP
0095528067;20150901;0000510707;HO01;N1
0095528068;20150901;0000400076;DC63;SP
0095528069;20150901;0000400076;DC63;SP
0095528070;20150901;0000400076;DC63;SP
0095528071;20150901;0000551301;HO01;
0095528072;20150901;0000551305;HO01;
0095528073;20150901;0000551301;HO01;N1
0095528074;20150901;0000551305;HO01;N1
0095528075;20150901;0000400076;DC63;SP
0095528076;20150904;0000551302;HO01;N1
0095528077;20150904;0000551305;HO01;
0095528078;20150904;0000551302;HO01;
0095528079;20150904;0000551301;HO01;
0095528080;20150904;0000510663;HO01;N1
0095528081;20150904;0000510663;HO01;N1
0095528082;20150904;0000510326;HO01;N1
0095528083;20150904;0000510641;HO01;N1
0095528084;20150904;0000551305;HO01;
0095528085;20150904;0000551302;HO01;
0095528086;20150907;0000400076;DC63;GO
0095528087;20150907;0000400076;DC63;GO
0095528088;20150907;0000400076;DC63;SP
0095529029;20151013;0000551100;DC18;SI
0095529030;20151013;0000551100;DC18;SI
0095529031;20151013;0000551100;DC18;
0095529032;20151015;0000551100;DC18;SI
0095529033;20151015;0000551100;DC18;
0095529034;20151015;0000406947;DC18;SI
0095529035;20151015;0000406947;DC18;SI
0095529036;20151015;0000406947;DC18;SI
0095529037;20151015;0000551100;DC18;SI
0095529038;20151015;0000551100;DC18;
0095530020;20160202;0000520594;DC14;SP
0095530021;20160202;0000520594;DC14;SP
0095530022;20160202;0000300419;KS22;FA
0095530023;20160202;0000300419;KS22;FA
0095530024;20160202;0000300419;KS22;FA
0095530025;20160202;0000300419;KS22;FA
0095530026;20160225;0000406307;DC63;SP
0095530027;20160226;0000406307;DC63;SP
0095530028;20160226;0000406307;DC63;SP
0095530029;20160302;0000409632;BN03;SE
0095530030;20160303;0000408435;DC18;SI
0095530031;20160311;0000408840;DC67;SP
0095530032;20160316;0000408949;DC67;SP
0095530033;20160316;0000408949;DC67;SP
0095530035;20160317;0000408949;DC67;SP
0095530036;20160318;0000400573;DC67;SP
0095530037;20160328;0000409633;DCS0;SG
0095530042;20160329;0000450756;DCS0;SG
0095530044;20160329;0000409634;DCS0;SG
0095530045;20160330;0000450757;DCS0;SG
0095530046;20160330;0000450757;DCS0;SG
0095530047;20160330;0000450757;DCS1;SG
0095530048;20160330;0000409634;DCS1;SG
0095530049;20160401;0000409634;DCS0;SG
0095530050;20160401;0000450757;DCS0;SG
0095530051;20160401;0000407943;DC27;P2
0095530052;20160404;0000450737;DC27;P2
0095530053;20160404;0000450758;DCS0;SG
0095530054;20160404;0000409642;DCS1;SG
0095530055;20160406;0000409643;DCV0;VZ
0095530000;20151221;0000409631;DCAI;AI
0095530001;20151221;0000409631;DCAI;AI
0095530002;20151222;0000409631;DCAI;AI
0095530003;20151222;0000408420;DC35;SP
0095530004;20151222;0000408420;DC35;SP
0095530005;20151222;0000409631;DCAI;AI
0095530006;20151222;0000409631;DCAI;AI
0095530007;20151222;0000409631;DCAI;AI
0095530008;20151222;0000409631;DCAI;AI
0095530009;20151222;0000409631;DCAI;AI
0095530010;20160106;0000408420;DC35;SP
0095530011;20160106;0000408420;DC35;SP
0095530012;20160122;0000450000;DC63;SP
0095530013;20160125;0000450000;DC63;SP
0095530014;20160125;0000450000;DC63;SP
0095530015;20160127;0000450000;DC63;SP
0095530016;20160127;0000450000;DC63;SP
0095530017;20160127;0000406307;DC63;SP
0095530018;20160202;0000300419;KS22;FA
0095530019;20160202;0000551239;DC14;SP
0095529019;20150925;0000510663;DC14;SP
0095529020;20150925;0000510663;HO01;N1
0095529021;20150925;0000510663;HO01;N1
0095529022;20150925;0000513471;HO01;N1
0095529023;20150925;0000513471;HO01;N1
0095529024;20150925;0000520665;HO01;
0095529025;20150925;0000551303;HO01;
0095529026;20150925;0000551301;HO01;
0095529027;20150928;0000510663;HO01;N1
0095529028;20151013;0000406947;DC18;SI
0008258019;20150928;0000408591;DCMS;MS
0008478965;20170110;0000407006;DC03;
0008611000;20160422;0000450306;DC04;ZR
0008612000;20170123;0000408401;DC04;ZR
0009313000;20160421;0000408401;DC04;ZR
0075638001;20151002;PY01;DC20;PY
0075638002;20151002;PY01;DC20;PY
0075638004;20151002;PY02;DC20;PY
0075638005;20151002;PY02;DC20;PY
0075638006;20151002;PY02;DC20;PY
0075638007;20151002;PY02;DC20;PY
0075638008;20151016;PY02;DC20;PY
0075638010;20151016;PY02;DC20;PY
0075638011;20151016;PY02;DC20;PY
0075639001;20151201;PY52;DC20;PY
0075640001;20160129;PY02;DC66;PY
0075640002;20160129;PY06;DC66;PY
0075640003;20160129;PY07;DC66;PY
0075640004;20160129;PY11;DC66;PY
0075640005;20160202;PY02;DC66;PY
0075640006;20160202;PY06;DC66;PY
0075640007;20160203;P303;D213;P3
0075640008;20160203;P303;D213;P3
0075640009;20160203;P305;D213;P3
0075640010;20160203;PY02;DC20;PY
0075640011;20160203;PY02;DC20;PY
0075640012;20160203;PY04;DC20;PY
0075640013;20160203;PY04;DC20;PY
0075640014;20160203;PY02;DC20;PY
0075640015;20160203;PY02;DC20;PY
0075640016;20160203;PY04;DC20;PY
0075640017;20160203;PY04;DC20;PY
0075640018;20160203;PY05;DC20;PY
0075640019;20160203;PY05;DC20;PY
0075640020;20160203;PY04;DC20;PY
0075640021;20160203;PY05;DC20;PY
0075640022;20160203;PY05;DC20;PY
0075640023;20160203;PY06;DC20;PY
0075640024;20160203;PY06;DC20;PY
0075640025;20160203;PY07;DC20;PY
0075640026;20160203;PY07;DC20;PY
0075640027;20160203;PY07;DC20;PY
0075640028;20160203;PY07;DC20;PY
0075640029;20160203;PY07;DC20;PY
0075640030;20160203;PY14;DC20;PY
0075640031;20160203;PY18;DC20;PY
0075640032;20160203;PY18;DC20;PY
0075640033;20160203;PY18;DC20;PY
0075640034;20160203;PY25;DC20;PY
0075640035;20160203;PY07;DC20;PY
0075640036;20160203;PY27;DC20;PY
0075640037;20160203;PY07;DC20;PY
0075640039;20160203;PY07;DC20;PY
0075640040;20160203;PY14;DC20;PY
0075640041;20160203;PY18;DC20;PY
0075640042;20160203;PY18;DC20;PY
0075640043;20160203;PY07;DC20;PY
0075640044;20160203;PY18;DC20;PY
0075640045;20160203;PY25;DC20;PY
0075640046;20160203;PY27;DC20;PY
0075640047;20160203;PY14;DC20;PY
0075640049;20160203;PY28;DC20;PY
0075640050;20160203;PY18;DC20;PY
0075640051;20160203;PY30;DC20;PY
0075640052;20160203;PY18;DC20;PY
0075640053;20160203;PY18;DC20;PY
0075640054;20160203;PY25;DC20;PY
0075640055;20160203;PY30;DC20;PY
0075640056;20160203;PY30;DC20;PY
0075640057;20160203;PY27;DC20;PY
0075640058;20160203;PY27;DC20;PY
0075640059;20160203;PY30;DC20;PY
0075640060;20160203;PY30;DC20;PY
0075640061;20160203;PY27;DC20;PY
0075640062;20160203;PY30;DC20;PY
0075640063;20160203;PY52;DC20;PY
0075640064;20160203;PY28;DC20;PY
0075640065;20160203;PY52;DC20;PY
0075640066;20160203;PY30;DC20;PY
0075640067;20160203;PY52;DC20;PY
0075640068;20160203;PY30;DC20;PY
0075640069;20160203;PY52;DC20;PY
0075640070;20160203;PY52;DC20;PY
0075640071;20160203;PY59;DC20;PY
0075640072;20160203;PY52;DC20;PY
0075640073;20160203;PY30;DC20;PY
0075640074;20160203;PY59;DC20;PY
0075640075;20160203;PY59;DC20;PY
0075640076;20160203;PY59;DC20;PY
0075640077;20160203;PY60;DC20;PY
0075640078;20160203;PY60;DC20;PY
0075640079;20160203;PY30;DC20;PY
0075640080;20160203;PY60;DC20;PY
0075640081;20160203;PY52;DC20;PY
0075640082;20160203;PY60;DC20;PY
0075640083;20160203;PY60;DC20;PY
0075640084;20160203;PY60;DC20;PY
0075640085;20160203;PY52;DC20;PY
0075640086;20160203;PY52;DC20;PY
0075640087;20160203;PY59;DC20;PY
0075640103;20160204;PY06;DC66;PY
0075640104;20160204;PY02;DC20;PY
0075640105;20160204;PY06;DC20;PY
0075640106;20160204;PY02;DC66;PY
0075640107;20160204;PY06;DC66;PY
0075640108;20160204;PY01;DC20;PY
0075640109;20160204;PY02;DC20;PY
0075640110;20160204;PY06;DC20;PY
0075640111;20160204;PY06;DC20;PY
0075640112;20160204;PY10;DC20;PY
0075640113;20160204;PY11;DC20;PY
0075640114;20160204;PY12;DC20;PY
0075640115;20160204;PY13;DC20;PY
0075640116;20160204;PY17;DC20;PY
0075640117;20160204;PY19;DC20;PY
0075640118;20160204;PY20;DC20;PY
0075640119;20160204;PY22;DC20;PY
0075640120;20160204;PY26;DC20;PY
0075640121;20160204;PY32;DC20;PY
0075640122;20160204;PY35;DC20;PY
0075640123;20160204;PY36;DC20;PY
0075640124;20160204;PY38;DC20;PY
0075640125;20160204;PY39;DC20;PY
0075640126;20160204;PY40;DC20;PY
0075640127;20160204;PY41;DC20;PY
0075640128;20160204;PY43;DC20;PY
0075640129;20160204;PY47;DC20;PY
0075640130;20160204;PY48;DC20;PY
0075640131;20160204;PY50;DC20;PY
0075640132;20160204;PY51;DC20;PY
0075640133;20160204;PY53;DC20;PY
0075640134;20160204;PY56;DC20;PY
0075640135;20160204;PY57;DC20;PY
0075640136;20160204;PY61;DC20;PY
0075640137;20160204;PY62;DC20;PY
0075640138;20160204;PY64;DC20;PY
0075640139;20160204;PY65;DC20;PY
0075640140;20160318;PS60;DC67;SP
0075641001;20160413;PY33;DC20;PY
0075641002;20160413;PY33;DC20;PY
0075641003;20160413;PY33;DC20;PY
0075641004;20160413;PY33;DC20;PY
0075642001;20160419;PY02;DC20;PY
0075642002;20160419;PY02;DC20;PY
0075642003;20160419;PY03;DC20;PY
0075642004;20160419;PY09;DC20;PY
0075642005;20160419;PY15;DC20;PY
0075642006;20160419;PY16;DC20;PY
0075642007;20160419;PY21;DC20;PY
0075642008;20160419;PY21;DC20;PY
0075642009;20160419;PY29;DC20;PY
0075642010;20160419;PY31;DC20;PY
0075642011;20160419;PY31;DC20;PY
0075642012;20160419;PY34;DC20;PY
0075642013;20160419;PY49;DC20;PY
0075642014;20160419;PY58;DC20;PY
0075643001;20160510;AF01;DC67;SP
0075643002;20160510;AF05;DC67;SP
0075644001;20161206;PY02;DC20;PY
0075644002;20161206;PY02;DC20;PY
0075644003;20161206;PY02;DC20;PY
0075644004;20161220;PY02;DC20;PY
0075644005;20161220;PY02;DC20;PY
0075644006;20161220;PY02;DC20;PY
0075644007;20161220;PY02;DC20;PY
0085490014;20150601;SS89;SS89;SP
0075640088;20160203;PY59;DC20;PY
0075640089;20160203;PY60;DC20;PY
0075640090;20160203;PY60;DC20;PY
0075640091;20160203;PY60;DC20;PY
0075640092;20160203;PY06;DC66;PY
0075640093;20160203;PY02;DC20;PY
0075640094;20160203;PY02;DC20;PY
0075640099;20160203;PY02;DC66;PY
0075640100;20160204;PY02;DC20;PY
0075640101;20160204;PY06;DC20;PY
0075640102;20160204;PY02;DC66;PY
0085491057;20150703;DC35;E101;
0085491058;20150703;DC35;E101;
0085491059;20150703;DC35;E101;
0085491060;20150703;DC35;E101;
0085491061;20150703;DC35;E101;
0085491062;20150703;DC35;E101;
0085491063;20150703;DC35;E101;
0085491064;20150703;DC35;E101;
0085491065;20150703;DC35;E101;
0085491066;20150703;DC35;E101;
0085491067;20150706;KS52;DC64;CH
0085491068;20150706;KS52;DC64;CH
0085491069;20150707;SS79;DC64;SP
0085491070;20150707;SS79;DC64;SP
0085491071;20150708;SS79;DC64;SP
0085491072;20150708;SS79;DC64;SP
0085491073;20150708;AF01;DC64;SP
0085491074;20150708;AF02;DC64;SP
0085491075;20150708;SS79;DC64;SP
0085491076;20150708;SS79;DC64;SP
0085490015;20150601;SS41;SS41;SP
0085490016;20150601;SS86;SS86;SP
0085490017;20150601;SSB7;SSB7;SP
0085490018;20150601;SSB7;SSB7;SP
0085490019;20150601;PS18;PS18;SP
0085490020;20150601;PS17;PS17;SP
0085490021;20150601;SS89;SS89;SP
0085490022;20150601;SSG0;SSG0;SP
0085490023;20150601;DC01;DC01;
0085490024;20150601;DC01;DC01;
0085490025;20150601;DC01;DC01;
0085490026;20150601;SS01;DC01;SP
0085490027;20150601;DC01;DC01;
0085490028;20150601;DC01;DC01;
0085490029;20150601;DC01;DC01;
0085490030;20150609;SS79;DC68;SP
0085491011;20150610;SS79;DC63;SP
0085491012;20150611;SS79;DC63;SP
0085491013;20150612;SS79;DC63;SP
0085491016;20150612;AF05;DCSP;SP
0085491017;20150617;MG01;DC78;MG
0085491018;20150618;SS79;DC63;SP
0085491019;20150618;SS79;DC63;SP
0085491020;20150618;SS79;DC64;SP
0085491021;20150618;SS79;DC64;SP
0085491022;20150618;AF01;DC64;SP
0085491023;20150618;AF02;DC64;SP
0085491024;20150619;SS79;DC64;SP
0085491025;20150619;SS79;DC64;SP
0085491026;20150620;SS79;DC63;SP
0085491027;20150622;SS79;DC64;SP
0085491028;20150622;SS79;DC64;SP
0085491029;20150622;SS79;DC64;SP
0085491030;20150622;SS79;DC64;SP
0085491031;20150622;SS79;DC64;SP
0085491032;20150622;SS79;DC64;SP
0085491033;20150622;SS79;DC64;SP
0085491034;20150622;SS79;DC64;SP
0085491035;20150622;SS79;DC64;SP
0085491036;20150622;SS79;DC63;SP
0085491037;20150622;SS79;DC64;SP
0085491038;20150623;SS79;DC64;SP
0085491039;20150624;SS79;DC64;SP
0085491040;20150701;LC24;AF40;FA
0085491041;20150701;LC24;AF40;FA
0085491042;20150701;AF40;LC24;SP
0085491043;20150701;AF40;LC24;SP
0085491044;20150702;AF02;DC64;SP
0085491045;20150702;KS65;DC64;CH
0085491046;20150702;DC01;E101;
0085491047;20150702;DC01;E101;
0085491048;20150703;DC35;E101;
0085491049;20150703;DC35;E101;
0085491050;20150703;DC35;E101;
0085491051;20150703;DC35;E101;
0085491052;20150703;DC35;E101;
0085491053;20150703;DC35;E101;
0085491054;20150703;DC35;E101;
0085491055;20150703;DC35;E101;
0085491056;20150703;DC35;E101;
0085491087;20150714;D763;DC63;
0085491088;20150714;D702;DC02;
0085491089;20150716;D763;DC63;
0085491090;20150716;D763;DC63;
0085491091;20150716;D763;DC63;
0085491095;20150723;D702;MS32;
0085491097;20150724;AF26;DC64;SP
0085491098;20150727;SS79;DC64;SP
0085491099;20150727;SS79;DC64;SP
0085491100;20150727;AF26;DC64;SP
0085491101;20150727;SS79;DC64;SP
0085491106;20150727;AF26;DC64;SP
0085491107;20150727;KS01;DC64;CH
0085491108;20150727;SSE2;DC64;SP
0085491109;20150728;D702;DC02;
0085491110;20150728;D763;DC63;
0085491111;20150729;D763;DC63;
0085491112;20150729;AF26;DC64;SP
0085491113;20150729;AF26;DC64;SP
0085491114;20150729;AF26;DC64;SP
0085491115;20150729;AF06;DC64;SP
0085491116;20150729;SS78;DC64;SP
0085491117;20150730;D763;DC63;
0085491119;20150730;DC63;D763;
0085491120;20150731;DC02;D702;
0085491123;20150804;AF01;DC64;SP
0085491124;20150804;SS79;DC64;SP
0085491125;20150805;SS79;DC64;SP
0085491126;20150806;D702;DC02;
0085491127;20150807;D763;DC63;
0085491128;20150810;D702;DC02;
0085491130;20150811;AF14;DC14;SP
0085491131;20150814;SSP1;DC35;SP
0085491136;20150820;D763;DC63;
0085491137;20150825;AF14;DC14;SP
0085491138;20150825;AF14;DC14;SP
0085491139;20150825;AF14;DC14;SP
0085491140;20150825;PS07;DC69;SP
0085491141;20150825;PS07;DC63;SP
0085491143;20150826;PS02;DC64;SP
0085491144;20150826;SS79;DC64;SP
0085491145;20150826;AF01;DC64;SP
0085491146;20150826;PS02;DC64;SP
0085491147;20150826;SS79;DC64;SP
0085491148;20150826;AF01;DC64;SP
0085491149;20150826;PS02;DC64;SP
0085491150;20150826;SS79;DC64;SP
0085491151;20150902;AF09;DC35;SP
0085491077;20150708;SSH9;DC64;SP
0085491078;20150708;SSH9;DC64;SP
0085491079;20150709;SSH9;DC64;SP
0085491080;20150709;SSH2;DC64;SP
0085491081;20150709;SSL2;DC64;SP
0085491082;20150709;KS02;DC64;CH
0085491083;20150710;AF02;DC64;SP
0085491084;20150710;KS65;DC64;CH
0085491085;20150713;AF26;DC64;SP
0085491086;20150714;AF26;DC64;SP
0085493016;20151109;SSL1;DC63;SP
0085493017;20151109;SSL1;DC63;SP
0085493018;20151109;SSL1;DC63;SP
0085494011;20151117;AF05;DC63;SP
0085494012;20151117;AF03;DC63;SP
0085494013;20151123;D763;DC65;
0085494014;20151125;PS60;DC65;SP
0085494015;20151125;PS60;DC65;SP
0085494016;20151125;PS60;DC65;SP
0085494017;20151125;PS60;DC65;SP
0085494018;20151126;PS60;DC65;SP
0085494019;20151126;PS60;DC65;SP
0085494020;20151126;PS60;DC65;SP
0085494021;20151126;PS60;DC65;SP
0085494022;20151126;PS60;DC65;SP
0085495011;20151201;PY01;DC20;PY
0085495012;20151201;PY52;DC20;PY
0085495013;20151201;PS09;DC63;SP
0085495014;20151218;MS01;DC02;MS
0085496011;20160105;PS61;DC65;SP
0085491152;20150902;SS1G;DC35;SP
0085491153;20150902;AF07;DC35;SP
0085491154;20150902;AF07;DC35;SP
0085491155;20150902;SS1G;DC35;SP
0085491156;20150902;AF07;DC35;SP
0085491157;20150902;SS1G;DC35;SP
0085491158;20150904;DC02;D702;
0085492011;20150911;AF03;DC63;SP
0085492012;20150911;AF03;DC63;SP
0085492013;20150911;AF03;DC63;SP
0085492014;20150911;AF03;DC63;SP
0085492015;20150911;AF01;DC63;SP
0085492016;20150911;AF01;DC63;SP
0085492017;20150911;AF03;DC63;SP
0085492018;20150911;AF03;DC63;SP
0085492019;20150911;AF03;DC63;SP
0085492020;20150911;AF03;DC63;SP
0085492021;20150911;AF03;DC63;SP
0085492022;20150911;AF03;DC63;SP
0085492027;20150914;AF03;DC63;SP
0085492030;20150915;AF03;DC14;SP
0085492034;20150915;AF03;DC63;SP
0085492035;20150915;AF03;DC14;SP
0085492036;20150918;SS20;D763;SP
0085492037;20150918;DCHO;HS10;SP
0085492038;20150918;HO68;DC63;SP
0085492039;20150921;AF05;D763;SP
0085492040;20150921;DC63;D763;
0085492041;20150922;AF05;DC63;SP
0085492042;20150928;AF03;DC63;SP
0085492043;20150928;AF05;DC63;SP
0085492044;20150928;HO01;DC14;SP
0085492045;20150928;AF03;DC69;SP
0085492046;20151001;HO68;DC63;SP
0085492047;20151002;PY36;DC20;PY
0085492048;20151002;AF03;DC69;SP
0085492049;20151015;KS38;DC11;CH
0085492050;20151015;SS1G;DC11;SP
0085492051;20151015;SS1G;DC11;SP
0085492052;20151015;SS1G;DC11;SP
0085492053;20151016;PY02;DC20;PY
0085492056;20151022;AF05;D763;SP
0085528545;20210908;E125;DCE3;SP
0085492058;20151022;MS32;D702;MS
0085492059;20151022;MS32;D702;MS
0085492060;20151023;SW13;DC63;SP
0085528543;20210908;E203;DCE9;GI
0085492062;20151023;SW13;DC63;SP
0085492063;20151023;SW13;DC63;SP
0085492064;20151023;SW13;DC63;SP
0085492065;20151023;SW13;DC63;SP
0085492066;20151026;SW13;DC63;SP
0085492067;20151026;SW13;DC63;SP
0085492068;20151027;E803;D702;
0085493012;20151104;AF01;DC64;SP
0085493013;20151109;SSL1;DC63;SP
0085493014;20151109;SSL1;DC63;SP
0085493015;20151109;SSL1;DC63;SP
0085528703;20211109;FO01;DC86;SP
0085528704;20211109;FO03;DC86;SP
0085528757;20211118;AX02;DC70;
0085528739;20211116;FO02;DC86;SP
0085528740;20211116;E125;DCE3;SP
0085528741;20211116;E125;DCE3;SP
0180912156;20211115;;;
0085528742;20211116;E125;DCE3;SP
0085528743;20211116;FO02;DC86;SP
0085528748;20211117;DCE3;DCEM;
0085528749;20211117;DC86;DCEM;
0085528751;20211117;FQ02;DCFL;FQ
0085528617;20211012;G101;DCBO;
0095552632;20211002;0000412343;DC63;SP
0950341331;20211002;0000412343;DC63;SP
0085528610;20211012;DC32;RA01;
0085528612;20211012;DC32;RA01;
0950341337;20211012;0000412339;D82B;PW
0095552271;20211012;0000412339;D82B;PW
0095552154;20211013;0000412339;D82B;PW
0085528627;20211013;DC82;DC82;
0085528647;20211018;DC82;PO01;
0180912150;20211112;;;
0180912151;20211112;;;
0180912152;20211112;;;
0180912153;20211112;;;
0180912154;20211112;;;
0077253050;20211115;DCEM;DC86;
0077253051;20211115;DCEM;DC86;
0085528724;20211115;DCEM;DC86;
0077253052;20211115;DCEM;DC86;
0077253053;20211115;DCEM;DC86;
0085528725;20211115;DCEM;DC86;
0180912142;20211029;;;
0085528582;20211007;E125;DCE3;SP
0085528590;20211007;E125;DCE3;SP
0085528594;20211007;E125;DCE3;SP
0085528626;20211013;G101;DCBO;
0085528598;20211007;E125;DCE3;SP
0085528599;20211007;E125;DCE3;SP
0085528600;20211007;E125;DCE3;SP
0085528630;20211014;G201;DCBO;
0180912132;20211014;;;
0180912133;20211014;;;
0950341327;20211002;0000412343;DC63;SP
0950341332;20211002;0000412343;DC63;SP
0085528586;20211007;E125;DCE3;SP
0085528589;20211007;E125;DCE3;SP
0950341334;20211011;0000412343;D863;SP
0950341338;20211013;0000412332;DC82;VT
0095552272;20211018;0000520989;D83A;PR
0085528642;20211018;MS05;DCMN;MS
0085528644;20211018;G101;DCBO;
0085528680;20211029;PS80;DC86;SP
0085528690;20211102;F101;DCBH;
0085528571;20210930;AF05;DC63;SP
0095552438;20211002;0000412343;DC63;SP
0095552439;20211002;0000412343;DC63;SP
0085528591;20211007;E125;DCE3;SP
0085528618;20211012;G101;DCBO;
0085528619;20211012;G101;DCBO;
0085528620;20211013;G101;DCBO;
0085528621;20211013;G101;DCBO;
0095552440;20211018;0000520990;D82B;PW
0085528649;20211019;G101;DCBO;
0085528574;20210930;AF02;DC63;SP
0950341333;20211002;0000412343;DC63;SP
0085528580;20211004;M101;DCM8;
0085528660;20211021;MS05;DCMN;MS
0085528663;20211021;MS05;DCMN;MS
0710000049;20211022;E501;D83A;
0710000050;20211022;E501;D83A;
0085528701;20211109;F101;DCBO;
0077253046;20211113;FO02;DC86;SP
0077253047;20211113;FO02;DC86;SP
0180912148;20211112;;;
0095552269;20211002;0000409804;DC63;SP
0950341330;20211002;0000412343;DC63;SP
0085528604;20211012;DC32;RA01;
0085528605;20211012;DC32;RA01;
0950341336;20211012;0000412339;D82B;PW
0950341339;20211014;0000412339;D82B;PW
0085528653;20211021;PO01;DC82;
0085528661;20211021;DC02;MS05;
0085528662;20211021;MS05;DCMN;MS
0085528666;20211022;PO01;DC82;
0085528718;20211113;DC86;DC61;
0085528719;20211113;FO02;DC86;SP
0180912160;20211116;;;
0085528755;20211118;FX01;DCMF;GI
0085528595;20211007;E125;DCE3;SP
0085528593;20211007;E125;DCE3;SP
0710000044;20211022;E501;D83A;
0710000045;20211022;E501;D83A;
0710000047;20211022;E501;D83A;
0180912135;20211022;;;
0085528669;20211022;MS32;DCMN;MS
0085528671;20211025;MS32;DCMN;MS
0085528683;20211029;FQ01;DCFL;
0085528691;20211102;F101;DCBH;
0180912139;20211029;;;
0180912140;20211029;;;
0180912141;20211029;;;
0085528684;20211029;PS80;DC63;SP
0096793009;20211101;0000412343;DC86;SP
0085528585;20211007;E125;DCE3;SP
0085528587;20211007;E125;DCE3;SP
0085528603;20211011;DC63;D863;
0085528624;20211013;G101;DCBO;
0085528645;20211018;MS05;DCMN;MS
0085528650;20211019;G201;DCBO;
0085528656;20211021;J101;DCBT;
0710000043;20211022;E501;D83A;
0085528705;20211109;FQ01;DCFL;
0085528697;20211103;PS80;DC63;SP
0095552273;20211104;0000409804;DC63;SP
0085528702;20211109;MS05;DCMS;MS
0077253045;20211111;PS09;DC61;SP
0085528712;20211111;FO01;DC86;SP
0085528721;20211115;FX01;DCMF;GI
0085528722;20211115;FX01;DCMF;GI
0180912134;20211021;;;
0077253048;20211113;FO02;DC86;SP
0085528696;20211103;PS80;DC63;SP
0077253049;20211113;FO02;DC86;SP
0085528720;20211113;FO02;DC86;SP
0085528578;20211003;E125;DCE3;SP
0085528592;20211007;E125;DCE3;SP
0085528615;20211012;F101;DCBO;
0085528646;20211018;IN02;DCN8;
0085528659;20211021;G201;DCBO;
0710000048;20211022;E501;D83A;
0077253043;20211027;DM01;DCGI;GI
0085528672;20211028;E125;DCE3;SP
0085528698;20211105;FO01;DC86;SP
0085528584;20211007;E125;DCE3;SP
0095552153;20211012;0000412339;D82B;PW
0085528622;20211013;G101;DCBO;
0096793008;20211013;0000412332;DC82;VT
0085528648;20211019;G101;DCBO;
0085528675;20211028;E125;DCE3;SP
0085528677;20211028;E125;DCE3;SP
0085528685;20211029;FO01;DC86;SP
0950341341;20211101;0000412343;DC86;SP
0085528652;20211020;E125;DCE3;SP
0008338019;20211021;0000408591;DCMN;MS
0085528670;20211022;MS32;DCMN;MS
0085528673;20211028;E125;DCE3;SP
0085528693;20211103;PS80;DC63;SP
0085528695;20211103;PS09;DC63;SP
0180912157;20211115;;;
0085528734;20211115;TL01;TL01;LS
0085528736;20211115;FO02;DC86;SP
0180912159;20211116;;;
0085528643;20211018;MS05;DCMN;MS
0180912144;20211106;;;
0085528667;20211022;PO01;DC82;
0085528628;20211013;G101;DCBO;
0095552155;20211015;0000412339;D82B;PW
0085528633;20211015;PO01;DC82;
0085528635;20211015;MS05;DCMN;MS
0085528636;20211015;DCBO;DCBO;
0085528637;20211015;MS05;DCMN;MS
0085528601;20211007;E125;DCE3;SP
0085528614;20211012;F101;DCBO;
0085528625;20211013;G101;DCBO;
0180912130;20211014;;;
0085528634;20211015;MS05;DCMN;MS
0085528638;20211018;J101;DCBT;
0085528639;20211018;E125;DCE3;SP
0085528664;20211022;G201;DCBO;
0077253065;20211115;DCEM;DC86;
0085528569;20210930;E125;DCE3;SP
0077253066;20211115;DCEM;DC86;
0085528731;20211115;DCEM;DC86;
0077253067;20211115;FO02;DC86;SP
0077253068;20211115;FO02;DC86;SP
0085528732;20211115;FO02;DC86;SP
