0095548084;20180524;0000540426;DC26;P1
0085516052;20171026;DC63;DC65;
0095547003;20171103;0000400109;DC32;RA
0085516059;20171103;DC04;ZR04;
0085516065;20171106;DC34;ZH01;
0180513051;20171106;;;
0085516066;20171107;DC34;ZH01;
0085516067;20171107;DC34;DC34;
0085516068;20171107;DC34;DC34;
0085524111;20180910;HO31;CN01;CN
0095552200;20180918;0000450759;DC82;
0096306001;20180918;0000450759;DC82;
0096306200;20180918;0000450759;DC82;
0085524313;20180919;SK28;DC61;SP
0085525011;20180919;AF49;DC64;SP
0085524213;20180919;VT01;DC82;
0085524314;20180919;VT02;VT01;SP
0095552700;20180920;0000409643;DC82;VF
0085525012;20180920;VF01;DC82;
0085507016;20170413;PS36;DC63;SP
0085507017;20170413;PS36;DC63;SP
0085507018;20170413;LN02;DC17;GI
0095540008;20170420;0000409662;DCFA;FA
0095540011;20170420;0000409052;DCFA;FA
0180511049;20170803;;;
0180515074;20180525;;;
0096304004;20180525;0000407197;DC26;P1
0095548086;20180525;0000520676;DCHO;FA
0095548087;20180525;0000540426;DC26;P1
0095548088;20180525;0000520676;DCHO;FA
0095548089;20180525;0000407197;DC26;P1
0180510047;20170505;;;
0085511054;20170515;MG01;DC78;MG
0085516076;20171107;DC50;OY01;
0095547020;20171107;0000409672;DC34;ZH
0095547009;20171107;0000409672;DC34;ZH
0095547013;20171107;0000409672;DC34;ZH
0095547018;20171107;0000409672;DC34;ZH
0085516085;20171107;DC05;MT01;
0085524911;20180919;VT01;DC82;
0085524315;20180921;LN02;DCGI;GI
0085524714;20180921;LN02;DCGI;GI
0085525111;20180921;LN01;DCGI;GI
0085524912;20180921;AF49;DC64;SP
0085524612;20180921;HO31;CN01;CN
0085524613;20180921;AF49;DC64;SP
0085524913;20180921;AF49;DC64;SP
0085525211;20180921;AF49;DC64;SP
0085524614;20180921;AF49;DC64;SP
0095545000;20170612;0000400875;DC63;SP
0095546008;20170906;0000000276;DC15;FA
0085518196;20180531;DC18;DC18;
0085518198;20180531;DC18;DC18;
0085518199;20180531;MN22;MN22;FA
0085518200;20180605;MA01;MA04;FA
0085518201;20180605;MW01;MA04;FA
0085518202;20180605;MW01;MA04;FA
0085518203;20180605;HF01;JU01;FA
0085518210;20180607;MW01;MA04;FA
0180516046;20180628;;;
0180516047;20180629;;;
0096300000;20170420;0000400573;DC63;SP
0095540014;20170421;0000409662;DCFA;FA
0180510055;20170509;;;
0095547000;20171013;0000450759;DCV0;VZ
0085525013;20180925;KS01;DC61;CH
0085525212;20180925;CN15;DC31;CN
0085525213;20180925;CN19;DC31;CN
0085525214;20180925;CN28;DC31;CN
0085525215;20180925;CN29;DC31;CN
0085525216;20180925;CN30;DC31;CN
0085524413;20180926;HS78;D178;SP
0085524914;20180926;HS78;D178;SP
0180517246;20180926;;;
0095546000;20170828;0000408435;DC18;SI
0095546001;20170829;0000407294;DC26;P1
0095546002;20170829;0000450338;DC27;P2
0095546003;20170829;0000511663;DC28;P5
0095546004;20170829;0000408500;DC18;SI
0095546005;20170829;0000408289;DC18;SI
0095546007;20170906;0000407294;P127;
0085516026;20171018;PS09;DC63;SP
0180516048;20180629;;;
0180516052;20180629;;;
0180516053;20180703;;;
0075647001;20180704;PS09;DC63;SP
0085521037;20180704;PS09;DC63;SP
0075647002;20180704;SSB7;DC63;SP
0085521038;20180704;SSB7;DC63;SP
0085521039;20180704;CN15;DC31;CN
0085521041;20180706;PS64;DC63;SP
0075647005;20180709;SSB7;DC63;SP
0085516127;20171205;JU01;DC15;LS
0085516132;20171205;JU01;DC15;LS
0180513080;20171205;;;
0180513082;20171227;;;
0085516141;20171229;HO33;DC33;
0085516146;20180103;P801;DC33;P8
0180513088;20180108;;;
0085516156;20180109;AF01;DC88;SP
0085516159;20180109;AF07;DC35;SP
0180509051;20170418;;;
0180509057;20170420;;;
0008481967;20170427;0000407006;DC03;
0085516160;20180109;AF07;DC35;SP
0085516163;20180111;AF01;DC88;SP
0085516164;20180111;AF02;DC88;SP
0085518204;20180606;CN01;DC31;CN
0085518205;20180606;CN02;DC31;CN
0085520069;20180626;CN30;DC31;CN
0085520068;20180626;CN28;DC31;CN
0085511016;20170508;LC17;DCFA;FA
0180510056;20170509;;;
0085511024;20170508;LC17;DCFA;FA
0085511027;20170509;LC17;DCFA;FA
0085511035;20170509;MS32;DCMS;MS
0085511040;20170510;MS32;DCMS;MS
0085511041;20170510;SS79;DC64;SP
0085511042;20170510;AF01;DC64;SP
0085511043;20170510;AF02;DC64;SP
0095538001;20170407;0000400875;DC63;SP
0085507020;20170417;PS36;DC63;SP
0180509058;20170421;;;
0008481965;20170427;0000407006;DC03;
0180510057;20170509;;;
0180512046;20170829;;;
0085518084;20180511;CN03;DC31;CN
0085518085;20180511;CN04;DC31;CN
0085518197;20180531;DC18;DC18;
0085518208;20180606;CN01;DC31;CN
0085518209;20180606;CN02;DC31;CN
0180515075;20180612;;;
0085520012;20180622;CN01;DC31;CN
0085520013;20180622;CN02;DC31;CN
0085520011;20180622;CN17;DC31;CN
0085520014;20180622;CN08;DC31;CN
0095535030;20160927;0000406307;DC63;LS
0095535031;20160929;0000406307;DC63;LS
0095536001;20161124;0000400109;DC50;
0095536002;20170109;D763;D763;
0095536003;20170117;D702;D702;
0095537000;20170125;0000408950;DC51;GI
0095537002;20170315;0000409662;DCFA;FA
0095537003;20170316;0000409662;DCFA;FA
0095537004;20170322;0000409052;DCFA;FA
0085511049;20170515;MG01;DC78;MG
0095544006;20170515;0000503471;MG01;MG
0085511052;20170515;MG01;DC78;MG
0085511055;20170515;MG01;DC78;MG
0085511056;20170515;DC78;MG01;
0095544007;20170516;0000503471;MG01;MG
0085511058;20170517;MG02;DC78;MG
0085511062;20170519;MG01;DC78;MG
0095544008;20170523;0000503471;MG01;MG
0085507012;20170412;PS36;DC63;SP
0180509046;20170413;;;
0085507021;20170417;AF03;D863;SP
0095540002;20170420;0000409662;DCFA;FA
0180509056;20170420;;;
0085507031;20170421;AL02;DCSP;SP
0095548044;20180419;0000520676;DC35;FA
0095548052;20180419;0000520676;DC35;FA
0085520016;20180622;CN31;DC31;CN
0085520015;20180622;CN32;DC31;CN
0085520017;20180622;CN20;DC31;CN
0085520018;20180622;CN21;DC31;CN
0085520019;20180622;CN24;DC31;CN
0085520020;20180622;CN13;DC31;CN
0085520021;20180622;CN06;DC31;CN
0085520022;20180622;CN30;DC31;CN
0085520023;20180622;CN29;DC31;CN
0085520024;20180622;CN27;DC31;CN
0096292001;20150601;0000551302;HO01;N1
0096292002;20150601;0000551303;HO01;N1
0096292003;20150603;0000551305;HO01;N1
0096293000;20150806;SSH9;HO01;N1
0096293001;20150807;SSH9;HO01;N1
0096293002;20150807;SSH9;HO01;N1
0096293003;20150807;KS01;HO01;N1
0096293004;20150807;SSH9;HO01;N1
0096293005;20150812;0000551305;HO01;N1
0096293006;20150812;0000551305;HO01;N1
0085516016;20170927;E101;DC63;SP
0085516039;20171018;PS02;DC63;SP
0085516042;20171018;PS02;DC63;SP
0095547002;20171102;0000400109;DC32;RA
0085516054;20171103;D863;DC63;
0096302000;20171103;0000400109;DC32;RA
0085516056;20171103;RA01;DC32;
0180513049;20171106;;;
0085507025;20170420;LC21;DCFA;FA
0085510011;20170428;SK28;D863;SP
0095548053;20180419;0000520676;DC35;FA
0096304003;20180419;0000407476;DC27;P2
0095548055;20180419;0000520676;DC35;FA
0095548056;20180419;0000520676;DC35;FA
0095548057;20180423;0000450366;DC27;P2
0095548058;20180424;0000408950;DCGI;GI
0095548062;20180424;0000520676;DC35;FA
0085520025;20180622;CN28;DC31;CN
0085520070;20180626;CN09;DC31;CN
0085520071;20180626;CN10;DC31;CN
0085520072;20180626;CN11;DC31;CN
0085520073;20180626;CN15;DC31;CN
0085520074;20180626;CN18;DC31;CN
0085520075;20180626;CN19;DC31;CN
0085520076;20180626;CN07;DC31;CN
0085520077;20180626;CN01;DC31;CN
0085520078;20180626;CN02;DC31;CN
0096293007;20150901;0000513471;HO01;N1
0096293008;20150907;0000513471;HO01;N1
0096293009;20150907;0000513471;HO01;N1
0096294000;20151015;0000406947;DC18;SI
0096295000;20160225;0000406307;DC63;SP
0096295001;20160226;0000406307;DC63;SP
0096295002;20160226;0000406307;DC63;SP
0096295003;20160303;0000408435;DC18;SI
0096295004;20160314;0000408840;DC67;SP
0096295005;20160317;0000408949;DC67;SP
0180513052;20171106;;;
0085516070;20171107;DC34;ZH01;
0085516071;20171107;DC34;ZH01;
0085516073;20171107;DC50;OY01;
0085516074;20171107;DC34;ZH01;
0085516075;20171107;DC34;ZH01;
0085516078;20171107;DC34;ZH01;
0095547011;20171107;0000409672;DC34;ZH
0085516081;20171107;DC34;ZH01;
0085516080;20171107;DC34;ZH01;
0095540006;20170420;0000400573;DC63;SP
0095548063;20180424;0000520676;DC35;FA
0085518072;20180424;DC35;MN06;
0095548065;20180424;0000520676;DC35;FA
0095548067;20180427;0000520676;DC35;FA
0095548069;20180427;0000520676;DC35;FA
0095548070;20180427;0000520676;DC35;FA
0095548071;20180427;0000520676;DC35;FA
0095548072;20180427;0000520676;DC35;FA
0095548073;20180427;0000520676;DC35;FA
0180516051;20180629;;;
0085521027;20180702;CN29;DC31;CN
0180516050;20180629;;;
0085521028;20180702;CN18;DC31;CN
0085521029;20180702;CN15;DC31;CN
0085521030;20180702;CN16;DC31;CN
0085521031;20180702;CN19;DC31;CN
0085521032;20180702;CN27;DC31;CN
0085521033;20180702;CN28;DC31;CN
0085521034;20180702;CN30;DC31;CN
0096295006;20160317;0000408949;DC67;SP
0096296001;20160420;0000450759;DCV0;VZ
0096297000;20160421;0000409643;DCV0;VZ
0096297001;20160421;0000409643;DCV0;VZ
0096297003;20160620;0000400109;DC50;
0096298000;20160620;0000450759;DC50;
0096298001;20160725;0000409631;DCAI;AI
0096299000;20161118;0000408840;DC63;SP
0096299001;20161118;0000408840;DC63;SP
0096299002;20161124;0000400109;DC50;
0085516083;20171107;DC50;OY01;
0085516084;20171107;DC34;ZH01;
0085516086;20171108;RA02;RA01;
0085516087;20171108;DC34;YZ01;
0095547023;20171108;0000409672;DC34;ZH
0095547024;20171108;0000409672;DC34;ZH
0096302001;20171108;0000450759;DC32;RA
0095547032;20171109;0000409673;DC50;
0085516105;20171124;DC34;ZH01;
0095547036;20171124;0000409672;DC34;ZH
0085507013;20170412;PS36;DC63;SP
0095548074;20180427;0000520676;DC35;FA
0095548077;20180427;0000520676;DC35;FA
0085518086;20180511;CN05;DC31;CN
0085518132;20180516;MG01;DC78;MG
0095548078;20180516;0000503471;MG01;MG
0095548079;20180516;0000503471;MG01;MG
0085518138;20180518;CN05;DC31;CN
0085518139;20180518;CN05;DC31;CN
0085518140;20180518;CN05;DC31;CN
0085520082;20180626;CN27;DC31;CN
0180516054;20180706;;;
0085521073;20180718;AF01;D178;SP
0085521090;20180720;CN01;DC31;CN
0085523011;20180830;VM04;VM01;
0095551000;20180830;0000400875;DC63;SP
0095551001;20180831;0000503486;DCV2;
0085523014;20180905;SSO7;D863;SP
0096299003;20161222;0000401928;DCFA;FA
0180502050;20150609;;;
0180503046;20150625;;;
0180503047;20150708;;;
0180503048;20150710;;;
0180503049;20150710;;;
0180504046;20160525;;;
0180505046;20160719;;;
0180505047;20160719;;;
0180505048;20160719;;;
0180505049;20160719;;;
0085516111;20171128;DC34;ZH01;
0180513063;20171128;;;
0180513070;20171130;;;
0095547039;20171204;0000560156;DC78;MG
0085516133;20171205;JU01;DC15;LS
0180513083;20171228;;;
0095547045;20180102;0000511400;DC15;
0085507011;20170412;PS36;DC63;SP
0180509049;20170417;;;
0085507019;20170417;PS36;DC35;SP
0180509055;20170420;;;
0085507028;20170421;AL02;DCSP;SP
0085507029;20170421;AL02;DCSP;SP
0085510013;20170502;AF01;DC67;SP
0085510014;20170502;AF05;DC67;SP
0180510054;20170508;;;
0095544002;20170508;0000400875;DC63;SP
0095550006;20180808;0000409700;DC81;SB
0085521047;20180710;SSX5;DC63;SP
