0888;SS79;0085491011;20150610
0888;SS79;0085491011;20150610
0888;SS79;0085491011;20150610
0888;SS79;0085491011;20150610
0888;SS79;0085491013;20150612
0888;SS79;0085491012;20150611
0888;SS79;0085491012;20150611
0888;SS79;0085491012;20150611
0888;SS79;0085491013;20150612
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491087;20150714
0888;D763;0085491089;20150716
0888;D763;0085491090;20150716
0888;D763;0085491091;20150716
0888;D763;0095528028;20150727
0888;E888;0095528026;20150727
0888;E888;0095528026;20150727
0888;E888;0095528026;20150727
0888;D763;0095528028;20150727
0888;D763;0085491110;20150728
0888;D763;0085491110;20150728
0888;D763;0085491117;20150730
0888;D763;0085491117;20150730
0888;D763;0085491111;20150731
0888;D763;0085491111;20150731
0888;DC63;0085491119;20150731
0888;DC63;0085491119;20150731
0888;DC63;0085491119;20150731
0888;DC63;0085491119;20150731
0888;DC63;0085491119;20150731
0888;DC63;0085491119;20150731
0888;AF03;0085492018;20150911
0888;PS07;0085491141;20150825
0888;AF03;0085492012;20150911
0888;AF01;0085492016;20150911
0888;AF01;0085492016;20150911
0888;AF01;0085492016;20150911
0888;AF01;0085492016;20150911
0888;AF03;0085492018;20150911
0888;AF03;0085492018;20150911
0888;AF03;0085492018;20150911
0888;AF03;0085492020;20150911
0888;AF03;0085492020;20150911
0888;AF03;0085492020;20150911
0888;D763;0085491136;20150921
0888;AF03;0085492020;20150911
0888;AF03;0085492020;20150911
0888;AF03;0085492020;20150911
0888;D763;0085491127;20150921
0888;D763;0085491127;20150921
0888;D763;0085491136;20150921
0888;D763;0085491105;20150921
0888;D763;0085491105;20150921
0888;AF05;0085492041;20150922
0888;AF05;0085492041;20150922
0888;AF05;0085492041;20150922
0888;AF05;0085492041;20150922
0888;AF05;0085492041;20150922
0888;AF05;0085492041;20150922
0888;PS09;0085495013;20151201
0190;PY02;0075638004;20151002
0190;PY52;0075639001;20151201
0190;PY52;0075639001;20151201
0190;PY52;0075639001;20151201
0190;PY52;0085495012;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;PS09;0085495013;20151201
0888;AF01;0085496090;20160219
0888;AF05;0085496089;20160219
0888;AF05;0085496089;20160219
